Unnamed: 0.1,Unnamed: 0,eid,doi,title,year,citedby_count,cache_file_mdate,abstract
2331,2-s2.0-85131317273,2-s2.0-85131317273,10.1007/s12274-022-4429-9,Emerging low-nuclearity supported metal catalysts with atomic level precision for efficient heterogeneous catalysis,2022,235,2024-12-19 14:35:06,single atom site catalyst sacs monometal center quintessential admcs extensively study catalysis relate field beyond sacs novel atomically disperse metal catalyst nadmcs flexible active site feature two catalytically center include dual atom triple atom catalyst draw ever increase attention recently owe presence multiple neighbor active site nadmcs could exhibit much high activity selectivity compare sac especially complicated reaction multi step intermediate review comprehensively outline recent exciting advance nadmcs emphasis deep understanding synergistic interaction among multiple metal atom underlie structureperformance relationship start systematical introduction principal synthetic approach nadmcs highlight key issue fabrication method include atomically precise control design metal nuclearity state art characterization identify monitor atomic structure nadmcs explore thereafter recent development nadmcs energy relate application systematically discuss finally provide new insight remain challenge opportunitie development nadmcs figure available see fulltext
8541,2-s2.0-85111328878,2-s2.0-85111328878,10.1007/s00604-021-04913-y,Electroanalytical overview: utilising micro- and nano-dimensional sized materials in electrochemical-based biosensing platforms,2021,31,2024-12-19 15:56:21,drive develop reliable sensitive selective biosensing platform key environmental medical biomarker ever expand due current climate push detection vital biomarker low concentration increase reliability necessitate utilisation micro nano dimensional material wide variety nanomaterial available exploration unique set property help enhance performance biosensor recent year large portion research focusse combine different material utilise different property one sensor platform research allow biosensor reach new level sensitivity note room improvement reporting field numerous example publish report improvement biosensor performance mix multiple material little discussion present nanomaterial choose whether synergise well together warrant inherent increase production time cost research micro nano materials vital continued development improve biosensing platform exploration understand individual synergistic property continue push area forward continue provide solution global sensing requirement development novel material beneficial property improve incorporation strategy material combination synergetic material reduction cost production nanomaterial graphical abstract figure available see fulltext
6434,2-s2.0-85127919769,2-s2.0-85127919769,10.1021/jacsau.1c00346,The Restructuring-Induced CoOxCatalyst for Electrochemical Water Splitting,2021,48,2024-12-14 22:07:35,recent study show group transition metal sulfide catalyst completely partially restructure electrochemical reaction exhibit high activity even well good commercial standard however restructure process final structure new catalyst elusive mainly due difficulty reaction induce change capture ex situ characterization establish true structure property relationship situ generate catalyst use multimodel operando characterization include raman spectroscopy x ray absorption spectroscopy x ray reflectivity investigate restructure representative catalyst co9s8 co s show well activity compare commercial standard ruo2during ru o oxygen evolution reaction oer key half reaction water splitting hydrogen generation find co9s8ultimately co s convert oxide cluster coox contain six oxygen coordinate co octahedra basic unit true catalytic center promote high oer activity density functional theory calculation verify situ generate cooxconsisting edge share coo6octahedral co o cluster actual active site result also provide insight design transition metal base material efficient electrocatalyst experience similar restructuring oer
4866,2-s2.0-85128619976,2-s2.0-85128619976,10.1088/2053-1591/ac5f89,Surface oxidation of cobalt carbonate and oxide nanowires by electrocatalytic oxygen evolution reaction in alkaline solution,2022,8,2024-12-19 15:09:01,publish iop publish ltd.the electrocatalytic water electrolysis eco friendly technique hydrogen generation govern electrode reaction kinetic involve cathodic hydrogen evolution reaction anodic oxygen evolution reaction oer common alkaline electrolyte cobalt oxide co3o4 co o relate compound efficient oer catalyst replace noble metal work surface oxidation cobalt carbonate co co3 c o 0.5oh·0.11h2o co3o4 co o nanowire oer carefully investigate contrast polarization curve tafel plot x ray photoelectron spectroscopy xps spectra 1000th cyclic voltammetry cv cycling koh alkaline solution overpotential require reach current density j cm estimate mv c calcine co3o4 co o mv c calcine co3o4 co o mv c calcine co3o4 co o mv cobalt carbonate co co3 c o 0.5oh·0.11h2o tafel slope cobalt carbonate co co3 c o 0.5oh·0.11h2o nanowire high mv dec measure mv dec c calcine co3o4 co o mv dec c calcine co3o4 co o mv dec c calcine co3o4 co o result oxidation co2 + co co3 + co within co3o4 co o oer detect improve oer activity hand formation cobalt hydoxide find surface co3o4 co o nanowires oer alkaline solution decrease oer activity surface oxidation cobalt carbonate co co3 c o 0.5oh·0.11h2o nanowire increase amount co3 + co oxygen vacancy formation c carbonate find highly enhance oer activity finding indicate surface redox kinetic electrocatalytic reaction consider important order enhance electrocatalytic activity furthermore provide insight future challenge design advanced electrocatalyst
530,2-s2.0-85140457899,2-s2.0-85140457899,10.1007/s12274-022-5022-y,Emerging noble metal-free Mo-based bifunctional catalysts for electrochemical energy conversion,2022,10,2024-12-18 15:51:54,equip water electrolyzer metal air battery earth abundant bifunctional transition metal tm catalyst efficiently catalyse hydrogen oxygen evolution reaction oer oxygen reduction evolution reaction orr oer respectively reduce cost system complexity also provide prospect accelerate scale sustainable material reuse among tms earth abundant molybdenum mo base multifunctional catalyst especially promising attract considerable attention recent year start brief introduction oer orr mechanism parameter govern bifunctionality comprehensive review focus mo base multifunctional catalyst review discuss recent progress achieve formation mo base compounds heterostructure nanoscale composite well dope defect engineering nanoscale sculpt mo base catalyst system discuss detail base mo chalcogenides carbide oxide nitride phosphide well mo alloy highlight specific opportunity afford synergistic interaction mo non metal non noble metal finally discuss future mo base multifunctional electrocatalyst heroer orroer herorroer analyse emerge trend new opportunity underexplored avenue promise material space
4336,2-s2.0-85128798253,2-s2.0-85128798253,10.1039/d1nr07872k,Sulfonated NbS2-based proton-exchange membranes for vanadium redox flow batteries,2022,14,2024-12-19 15:01:54,nbs2 nb s nanoflake produce liquid phase exfoliation bulk counterpart chemically functionalize terminal sulfonate group improve dimensional chemical stability proton conductivity σ fuel barrier property produce membrane addition nbs2 nb s nanoflake speek decrease vanadium ion permeability 5.42 10−7 2.34 10−7 cm2 min−1 meanwhile increase membrane σ selectivity 94.35 ms cm−2 40.32 min cm−3 respectively cell assemble optimize membrane incorporate 2.5 wt nbs2 nb s nanoflake speek:2.5 s p e e k nbs2 nb s exhibit high efficiency metric i.e. coulombic efficiency 98.7 99.0 voltage efficiency 90.2 73.2 energy efficiency 89.3 72.8 within current density range cm−2 deliver maximum power density 0.83 w cm−2 current density cm−2 speek:2.5 s p e e k nbs2 nb s membrane base vrfbs show stable behavior cycle cm−2 study open effective avenue production advance speek base membrane vrfbs
1527,2-s2.0-85141763965,2-s2.0-85141763965,10.1039/d2ra05603h,Decorating MnO2 nanosheets on MOF-derived Co3O4 as a battery-type electrode for hybrid supercapacitors,2022,6,2024-12-19 14:20:15,present investigation co3o4 co o mno2 mn o nanosheet synthesize use zif use sacrificial template facile hydrothermal method unique vertically grow nanosheet provide effective pathway rapidly transport electron ion result zif derive co3o4 co o mno2 mn o electrode material show high specific capacitance c g−1 g−1 current density outstanding cycling stability retention cycle porous structure material good bet surface area 160.8 m2 g−1 hybrid supercapacitor co3o4 co o mno2 mn o 3 / activate carbon exhibit high specific capacitance 82.9 c g−1 long cycle life 85.5 retention cycle moreover high energy density 60.17 w h kg−1 power density 2674.37 w kg−1 achieve attractive performance reveal co3o4 co o mno2 mn o nanosheet could find potential application electrode material high performance hybrid supercapacitor
7191,2-s2.0-85118994614,2-s2.0-85118994614,10.1016/j.joule.2021.10.011,Rechargeable aqueous Zn-based energy storage devices,2021,251,2024-12-19 15:39:33,benefit ees device use zn anode aqueous electrolyte well establish include competitive electrochemical performance low cost ease manufacture good safety environmentally benign character different type azd combination electrode configuration invent dominate current primary battery market other consider promise next generation ee device exist review area consider progress particular device single component work adopt holistic perspective summarize review type key device representative azd first work discuss electrochemical charge storage mechanism interface property azd next classification challenge recent progress promise strategy key component provide finally way component assemble meet requirement specific scenario include high capacity ultra high power high energy application consider work attempt introduce recent progress discuss representative work view figure suitable direction advancement field
6728,2-s2.0-85119974595,2-s2.0-85119974595,10.1021/acsami.1c18191,Theoretical Prediction of a Bi-Doped β-Antimonene Monolayer as a Highly Efficient Photocatalyst for Oxygen Reduction and Overall Water Splitting,2021,16,2024-12-19 15:33:16,publish american chemical society.the photo electrocatalyst high activity hydrogen evolution reaction oxygen evolution reaction oer oxygen reduction reaction orr significance advancement photo electrochemical energy system solar energy resolve global energy crisis reversible water electrolyzer metal air battery fuel cell present work systematically investigate photochemical performance 2d β antimonene β sb monolayer density functional theory investigation β sb single atom doping possess trifunctional photocatalyst high energetic thermal stability particular predict performance activity β sb superior 2d material specifically β sb single atom replacement even superior reference catalyst iro2 ir o pt relatively low overpotential value orr oer mechanism superior catalytic performance β sb describe electronic structure charge transfer mechanism suitable valence conduction band edge position versus normal hydrogen electrode meanwhile low overpotential multifunctional photocatalyst bi β sb monolayer make show remarkable performance overall water splitting 0.06 v 0.25 v oer 0.31 v orr general bi β sb monolayer may excellent trifunctional catalyst exhibit high activity toward electrode reaction hydrogen oxygen
9445,2-s2.0-85108335707,2-s2.0-85108335707,10.1002/celc.202100359,"Electrochemically Driven Reduction of Carbon Dioxide Mediated by Mono-Reduced Mo-Diimine Tetracarbonyl Complexes: Electrochemical, Spectroelectrochemical and Theoretical Studies",2021,2,2024-12-19 16:08:44,"chemelectrochem publish wiley vch gmbhthe activation carbon dioxide three different mo diimine complexes mo co l lbipyridine bpy 1,10 phenantroline phen pyridylindolizine py indz investigate electrochemistry spectroelectrochemistry inert atmosphere monoreduction complex ligand center lead tetracarbonyl mo co l species whereas double reduction induce co release co2 c o mo co l complex undergo unexpected couple chemical electrochemical reaction first reduction step lead formation reduce co2 c o derivative experimental result obtain ir nir uv vis spectroelectrochemistry well dft calculation demonstrate electron transfer reaction whose rate ligand dependent"
4269,2-s2.0-85128220841,2-s2.0-85128220841,10.1016/j.checat.2022.02.002,Single-site catalysis in heterogeneous electro-Fenton reaction for wastewater remediation,2022,30,2024-12-19 15:01:03,hydroxyl radical oh form activization h2o2 h o strongly oxidize mineralize pollutant wastewater single site heterogeneous catalyst sshcs essence isolate active single site anchor coordinate atom suitable substrate bridge understanding performance gap homogeneous heterogeneous catalysis guide rational design next generation catalyst also provide feasible approach adjust catalytic activity selectivity particular reaction show great potential high hetero ef catalysis however research sshcs hetero ef catalyst still infancy exploration universal principle sshc design need design principle high performance sshcs toward electro fenton field propose aim provide general guidance toward development high performance sshcs hetero ef
9304,2-s2.0-85104152655,2-s2.0-85104152655,10.1002/adfm.202101724,Carbon Nitride-Based Photoanode with Enhanced Photostability and Water Oxidation Kinetics,2021,35,2024-12-19 16:06:44,however poor charge separation transfer property together slow water oxidation kinetic result low pec activity instability strongly impede development work limitation address optimize charge separation transfer process end nickeliron base metal organic framework nife mil deposit act oxygen evolution pre catalyst within cn layer incorporate reduce graphene oxide electron acceptor upon electrochemical activation uniform distribution highly active oxygen evolution reaction oer catalyst obtain porous cn surface detailed mechanistic study reveal excellent hole extraction property high oer catalytic activity faradaic efficiency long term stability h. result indicate decrease performance mainly due slow leach catalyst cn layer cn photoanode exhibit reproducible photocurrent density µa cm−2 1.23 v versus reversible hydrogen electrode rhe 0.1 koh exceptionally low onset potential ≈0.034 v versus rhe high external quantum yield
7332,2-s2.0-85120726824,2-s2.0-85120726824,10.3390/membranes11110879,"Preparation, performance and challenges of catalyst layer for proton exchange membrane fuel cell",2021,40,2024-12-19 15:41:21,licensee mdpi basel switzerland.in paper composition function structure catalyst layer cl proton exchange membrane fuel cell pemfc summarize hydrogen reduction reaction hor oxygen reduction reaction orr process mechanism main interface cl pemcl clmpl describe briefly process mass transfer hydrogen oxygen water proton electron transfer mea describe detail include influence factor failure mechanism cl pt particle cl crack cl flooding etc degradation mechanism main component cl study basis exist problem structure optimization strategy high performance cl propose commonly use preparation process cl introduce base classical dry theory drying process wet cl explain finally research direction future challenge cl point hope provide new perspective design selection cl material preparation equipment
4130,2-s2.0-85124607592,2-s2.0-85124607592,10.1002/er.7738,Surface functional group-tailored B and N co-doped carbon quantum dot anode for lithium-ion batteries,2022,11,2024-12-19 14:58:58,however cqds intrinsically possess large amount nonessential oxygen contain group c c oh surface inhibit li accessibility low electrical conductivity owe limitation cqds widely study composite agent independent active material therefore enhance electrical conductivity increase li diffusivity cqds suggest surface functional group tailor boron nitrogen co dope carbon quantum dot bn cqds self reliant lib anode application 0.5bn cqd electrode show superior electrochemical performance include outstanding ultrafast energy storage capability 130.4 mah g−1 g−1 capacity retention cycle contribute enhance electrical conductivity boron nitrogen co dope structure high li acceptability facilitate formation co surface functional group due boron dopant regard believe fabrication self reliant 0.5bn cqd electrode could promise research strategy carbon base anode material
9650,2-s2.0-85101544971,2-s2.0-85101544971,10.1016/j.ensm.2021.02.032,"Recycling and environmental issues of lithium-ion batteries: Advances, challenges and opportunities",2021,306,2024-12-19 16:12:58,increase demand mainly drive implementation electric vehicle bring several environmental issue relate mining extraction purification scarce material cobalt nickel lithium work provide overview relevance recycling lib environmental impact also analyse component lib evaluate value world market although strong focus lithium critical metal cobalt nickel also address different recycling method different battery component report together main achievement advantage disadvantage different use method discuss environmental issue consider finally main environmental issue associate production use end life lib electric vehicle describe
2658,2-s2.0-85136931572,2-s2.0-85136931572,10.3390/nano12152525,Boosting the Oxygen Evolution Reaction by Controllably Constructing FeNi3/C Nanorods,2022,6,2024-12-19 14:39:10,herein prepare feni3 / c fe ni c nanorod largely improve catalytic oer activity combine hydrothermal reaction thermal anneal treatment temperature effect crystal structure chemical composition feni3 / c fe ni c nanorod reveal enhanced catalytic performance feni3 / c fe ni c anneal temperature c confirm several electrochemical test outstanding catalytic performance assign formation bimetallic alloyscarbon composite feni3 / c fe ni c nanorod show overpotential mv afford current density cm−2 tafel slope 84.9 mv dec−1 small control sample commercial iro2 ir o catalyst fast kinetic high catalytic stability also verify electrochemical impendence spectroscopy chronoamperometry h. study favorable design construction bimetallic alloy base material efficient catalyst oer
8755,2-s2.0-85111982696,2-s2.0-85111982696,10.1039/d1ra04809k,A three-dimensional nano-network WO3/F-TiO2-{001} heterojunction constructed with OH-TiOF2as the precursor and its efficient degradation of methylene blue,2021,10,2024-12-19 15:59:03,photocatalyst various ratio wo3to w o oh tiof2can ti o f transform three dimensional network wo3 / f w o f tio2hetero ti o structure surface exposure result show composite catalyst wo3 w o denote fwt5 f w t well comprehensive degradation effect fwt5 f w t limited band gap 2.9 ev use advanced photocatalyst respond sunlight degrade mb average pore diameter composite catalyst 10.3 nm multi point specific surface area m2g−1 compare pure tiof2 ti o f average pore size composite catalyst decrease 8.44 nm specific surface area increase 51.2 m2g−1 provide large contact space catalytic component pollutant moreover tio2on ti o surface high photocatalytic activity methylene blue well degrade irradiation 0.03 g fwt5 f w t composite catalyst simulate solar light source h degradation rate mg l−1methylene l blue reach 82.9 trap experiment show photo generate hole principal functional component wo3 / f w o f tio2 ti o photo catalysis could capture ohand form hydroxyl radical oh improve photocatalytic degradation performance kinetic study show photocatalytic degradation mb fit quasi first order kinetic model
5294,2-s2.0-85118712267,2-s2.0-85118712267,10.1088/1361-6463/ac2f12,Plasma-assisted catalysis for ammonia synthesis in a dielectric barrier discharge reactor: Key surface reaction steps and potential causes of low energy yield,2022,19,2024-12-19 15:14:21,mark increase reaction rate obtain empty dbd plasma reactor upon introduction pack bed γ al2o3 al o ruγ al2o3 al o sio2 si o particle difference reaction rate γ al2o3 al o ruγ al2o3 al o minimal complementary zero dimensional plasma kinetic model analysis also perform use input experimental datum kinetic analysis allow gas phase reaction eley rideal e r reaction direct adsorption radical species γ al2o3 al o surface metal surface dissociative adsorption n2 n h2 h langmuir hinshelwood reaction also include analysis reveal condition experiment ammonia synthesis proceed principally formation reactive radical gas phase adsorb participate e r reaction metal support material surface find illustrate challenge substantially increase energy yield plasma assist ammonia synthesis typical dbd reactor contain pack catalyst bead
7765,2-s2.0-85116935533,2-s2.0-85116935533,10.1063/5.0068407,Ternary VS2/ZnS/CdS hybrids as efficient electrocatalyst for hydrogen evolution reaction: Experimental and theoretical insights,2021,14,2024-12-19 15:46:35,recently two dimensional 2d transition metal dichalcogenide mos2 mo s vs2 v s ws2 w s etc emerge ideal electrocatalyst hydrogen evolution reaction due tunable physicochemical property rich catalytic active site regard propose strategy achieve improved performance vs2 v s fabricate hybrid material transition metal zn cd base sulfide facile hydrothermal approach employ prepare vs2 / znscds v s zn s cd s hybrid catalyst exhibit remarkable electrocatalytic performance acidic medium small overpotential mv macm2 tafel slope 74.4 mvdec infer volmer heyrovsky mechanism electrochemical desorption hydrogen rate limit step high performance attribute abundance catalytically active site synergistic interaction material theoretical calculation reveal vs2 / znscds v s zn s cd s hybrid show favorable activity owe low hydrogen adsorption free energy 0.35 ev believe work design 2d vs2 / znscds v s zn s cd s offer new pathway discover efficient h2 h generation electrocatalyst
5403,2-s2.0-85123577289,2-s2.0-85123577289,10.3390/en15031023,Review of the Current Status of Ammonia-Blended Hydrogen Fuel Engine Development,2022,34,2024-12-19 15:15:47,licensee mdpi basel switzerland.as fossil fuel continue extract use issue environmental pollution energy scarcity surface transportation industry good way achieve goal carbon neutrality research efficient power system develop new alternative fuel world large product chemical ammonia new renewable fuel good combustion energy use alternative fuel reduce carbon emission prove production process low production transportation cost safe storage absence carbon contain compound emission future recyclability paper firstly introduce characteristic ammonia fuel engine problem summarize effect various ammonia blended fuel combustion emission characteristic engine combustion problem ammonia blended engine fuel storage ammonia blend hydrogen discuss feasibility hydrogen production instead hydrogen storage introduce
3852,2-s2.0-85126089294,2-s2.0-85126089294,10.1021/acsami.1c23281,Recreating Fuel Cell Catalyst Degradation in Aqueous Environments for Identical-Location Scanning Transmission Electron Microscopy Studies,2022,17,2024-12-19 14:55:17,prioritize effort aim understand subsequently control catalyst degradation identical location scan transmission electron microscopy il stem powerful method enable precise characterization degradation process individual catalyst nanoparticle across various stage cycle recreate degradation process occur pemfc membrane electrode assembly meas within aqueous cell use il stem experiment vital generate accurate understanding process work investigate type degree catalyst degradation achieve cycle aqueous cell compare pemfc mea significant degradation observe il stem experiment perform traditional pt catalyst use standard accelerated stress test potential window 0.6 0.95 vrhe degradation ptco catalyst design heavy duty vehicle use limit compare observe mea therefore explore various experimental parameter temperature acid type acid concentration ionomer content potential window identify condition reproduce degradation observe mea find extend cycle potential window 0.4 1.0 vrhe electrolyte contain pt ion degrade particle size distribution alloy composition well match observe meas particular condition increase relative contribution ostwald ripening appear play significant role degradation large alloy particle support high surface area carbon coalescence result work highlight potential discrepancie ex situ aqueous experiment mea test different catalyst may require unique modification ast protocol strategy provide work enable future situ identical location experiment play important role development robust catalyst heavy duty vehicle application
1886,2-s2.0-85139375869,2-s2.0-85139375869,10.1021/acs.jpclett.2c02459,Limitations of Electrochemical Nitrogen Oxidation toward Nitrate,2022,26,2024-12-19 14:29:01,however break triple bond nitrogen molecule one essential challenge chemistry work use density functional theory simulation investigate plausible reaction mechanism electrocatalytic competition oxygen evolution reaction oer atomic scale focus electrochemical conversion inert n2to n active propose formation n2o n o n2and n rate determine step rd follow rds microkinetic model utilize study rate metal oxide result demonstrate low activation energy obtain catalyst bind weakly show reaction extremely challenging also design strategy suggest promote electrochemical
9209,2-s2.0-85108548094,2-s2.0-85108548094,10.1039/d1ee00154j,Tuning metal single atoms embedded in NxCy moieties toward high-performance electrocatalysis,2021,206,2024-12-19 16:05:23,recently minimal amount single atom sas exploit maximize active surface area tune catalytic activity coordinate sas defect site n dope graphene gn hydrogen evolution reaction oxygen evolutionreduction reaction oerorr show high performance 3d 5d transition metal tm sa catalyst use density functional theory dft along machine learning ml base descriptor explore stability activity tm gnfrom view structurecoordination formation energy structuralelectrochemical stability electronic property electrical conductivity reaction mechanism seriously explore yet among various nncmmoietie n2c2moietie n c tend easily form show high electrochemical catalytic performance long durability without aggregationdissolution compare widely study pure c4 / c3and c c n4 / n3moieties n n find tm sa favor new oerorr mechanism completely different know mechanism ml base descriptor show super heroerorr performance well bench mark noble metal catalyst assess n2c2template n c nirurhpt show low overpotential h adsorption site share metal c n undiscussed previous literature h attach top metal atom low oer overpotential find ptni n2c2 n c nipd c4 c rh n4 n low orr overpotential find irrh n4 n pd c4 c ru n3c1and n c nipdpt n1c3 n c present finding help design high performance sa catalyst various electrocatalytic reaction ammonia evolution reaction
1389,2-s2.0-85124485517,2-s2.0-85124485517,10.1016/j.egyr.2022.01.198,Addressing scale-up challenges and enhancement in performance of hydrogen-producing microbial electrolysis cell through electrode modifications,2022,67,2024-12-19 14:18:19,microbial activity anode hydrogen evolution reaction cathode control electrodemicrobe interaction electron transfer selection anode electrode material govern electrochemical oxidation substrate subsequent electron transfer anode similarly good cathodic material reduce overpotential cathode enhance hydrogen evolution reaction h2 h recovery review mainly focus modification electrode material cheap novel alternative improve performance mec overcome scale challenge practical application performance various anode cathode material base ni alloy stainless steel polyaniline palladium carbon discuss scalability material consider inexpensive fabrication procedure efficiency
6771,2-s2.0-85118645710,2-s2.0-85118645710,10.1038/s41598-021-01383-3,Ni–Fe phosphide deposited carbon felt as free-standing bifunctional catalyst electrode for urea electrolysis,2021,23,2024-12-19 15:33:51,prepare p nife cf catalyst consist ni5p4 ni p nip2 ni p fep 3d flower like p nife architecture cf p nife cf exhibit excellent electrocatalytic activity uor demand 1.39 v vs. rhe achieve cm−2 low overpotential 0.023 v vs. rhe cm−2 indicate feasibility bifunctional catalyst electrode urea electrolysis urea electrolysis cell p nife cf free stand anode cathode generate current density cm−2 cell potential 1.37 v vs. rhe considerably low water electrolysis also lower previously report value result indicate p nife cf catalyst electrode use free stand bifunctional electrode urea electrolyzer
8462,2-s2.0-85113735884,2-s2.0-85113735884,10.3390/molecules26164926,Solution/ammonolysis syntheses of unsupported and silica-supported copper(I) nitride nanostructures from oxidic precursors,2021,3,2024-12-19 15:55:16,licensee mdpi basel switzerland.herein describe alternative strategy achieve preparation nanoscale cu3n cu n copper ii oxidehydroxide nanopowder precursor successfully fabricate solution method ammonolysis oxidic precursor achieve essentially pseudomorphically produce either unsupported support nanoparticle nitride hence cu3n cu n particle diverse morphology synthesize oxygen contain precursor two step process combine solvothermal solidgas ammonolysis stage single phase hydroxochloride precursor cu2 cu oh 3cl prepare solution state synthesis cucl2·2h2o cu cl h o urea crystallise atacamite structure alternative precursor cuo cu oh obtain subsequent treatment cu2 cu oh 3cl naoh solution cu3n cu n form micro nanorod sole product form ammonolysis use either cuo cu oh conversely ammonolysis dicopper trihydroxide chloride result two phase mixture cu3n cu n monoamine cu nh3 n h cl similar experimental condition importantly pathway applicable afford composite material incorporate substrate matrice resistant ammoniation relatively low temperature can 300 ◦ c present preliminary evidence cu3nsio2 cu n si o nanocomposite can wt . cu3n cu n support sio2 si o could prepare cucl2·2h2o cu cl h o urea start material follow similar reaction step evidence suggest case cu3n cu n nanoparticle confine within porous sio2 si o matrix
2804,2-s2.0-85128684309,2-s2.0-85128684309,10.1016/j.ccr.2022.214444,"1,2-Diselenolene ligands and related metal complexes: Design, synthesis and applications",2022,3,2024-12-19 14:41:19,"review provide extensive report synthetic pathway lead different class homoleptic heteroleptic metal complex feature 1,2 diselenolene ligand discuss structural feature property main application comparison class coordination compound much widely investigate 1,2 dithiolene isologue illustrate similarity difference"
2027,2-s2.0-85137170212,2-s2.0-85137170212,10.1016/j.chempr.2022.06.016,When MOFs meet wood: From opportunities toward applications,2022,76,2024-12-19 14:30:58,however practical application mof limit powder crystalline state compounding self support porous material good processibility effectively fix powdered mof wood highly compatible mof natural multidimensional channel structure excellent mechanical stability mof particle uniformly load onto wood channel via physical adsorption hydrogen bonding react hydroxyl carboxyl group fiber ultimately mof wood composite new function synthesize show great potential direction interdisciplinary research review summarize fabrication strategy functional application representative mof wood composite discuss development prospect potential advantage conclusion expect provide systematic research idea future development mof wood composite
6692,2-s2.0-85120881289,2-s2.0-85120881289,10.1016/j.wroa.2021.100127,An electrochemical advanced oxidation process for the treatment of urban stormwater,2021,15,2024-12-19 15:32:50,provide possible solution develop electrochemical advanced oxidation system uvh2o2 u v h o compatible high capacity stormwater recharge system e.g. drywell system employ air diffusion cathode generate h2o2 h o stock solution i.e. typically around mm prior storm event h2o2 h o stock solution meter stormwater convert hydroxyl radical oh ultraviolet lamp energy consumption h2o2 h o generation optimize adjust apply current density add inert salt e.g. na2so4 na s o stormwater h2o2 h o stock solution unstable mix basic h2o2 h o contain catholyte acidic anolyte stability increase enable generation h2o2 h o stock solution three day prior storm event loss less h2o2 h o lab scale experiment kinetic model use assess feasibility full scale advanced oxidation system system performance decrease elevated concentration dissolve organic carbon stormwater due enhance light reflection backscatter water air interface uv reactor competition uv light absorption h2o2 h o tendency organic matter act oh scavenger propose system incorporate drywell remove great trace organic contaminant typical operating condition electrical energy per order system estimate range 0.5 kwhm3 depend dissolve organic carbon concentration
9400,2-s2.0-85107182248,2-s2.0-85107182248,10.3389/fenrg.2021.673923,Integrated Three-Dimensional Carbon Nanopolyhedron/Metal Sulfides: An Efficient Electrocatalyst Toward Oxygen Reduction Reaction,2021,2,2024-12-19 16:08:10,series zncofe base metal organic framework mof precursor adopt efficient orr catalyst synthesize sulfurationcalcination treatment effect precursor composition heteroatom doping pyrolysis temperature structure electrochemical performance catalyst discuss detail find well grow carbon nanotube cnt surface graphitic carbon matrix form synergy effect trimetallic base specie pyrolysis benefit three dimensional unique structure appropriate dopant high porosity catalyst derive optimize zncofe mof achieve half wave potential 0.87 v alkaline medium orr comparable commercial electrocatalyst addition outstanding orr durability propose catalyst alkaline medium also demonstrate work highlight potential rationally design fabricate high performance orr catalyst commercialization
8216,2-s2.0-85111876504,2-s2.0-85111876504,10.1007/s10854-021-06541-x,"Analysis of the electrical transport, conductivity, and dielectric relaxation behavior of La0.75 Ba0.10 Sr0.15 Fe O2.875-δ (δ = 0.375 and 0.50) brownmillerite oxides",2021,0,2024-12-19 15:52:03,xrd analysis phase confirm obtain compound adopt brownmillerite type structure slight distort monoclinic p2 / m p find describe crystal structure transport property investigate currentvoltage iv electric dielectric measurement carry cover wide range temperature 300–600 k material display semiconducte property well mixed ionic electronic conductivity high temperature activation energy value prove around 907–630 mev refer basically oxygen vacancy conduction analysis dielectric property dielectric loss ε tanδ compound vs temperature different frequency demonstrate two relaxer attitude low dielectric loss low electrical conductance display rely upon value material stand perfect candidate micro electronic device
1294,2-s2.0-85140917082,2-s2.0-85140917082,10.1021/acsomega.2c05812,Amine-Functionalized Silane-Assisted Preparation of AgNP-Deposited α-Ni(OH)2Composite Materials and Their Application in Hg2+Ion Sensing,2022,2,2024-12-19 14:17:09,publish american chemical society.a facile synthetic methodology deposition different concentration ag nanoparticle agnps α ni oh sheet α ni1 ni oh ag0.5 ag α ni1 ni oh ag1 ag α ni1 ni oh ag2 ag α ni1 ni oh ag3 ag report use n trimethoxysilyl propyl diethylenetriamine tpdt silane tpdt aminosilane facilitate formation α ni oh sheet reduce ag precursor agnps leading deposition agnps α ni oh sheet uv vis absorption spectroscopy transmission microscopy analysis x ray photoelectron spectroscopy x ray diffraction attenuate total reflectance fouri transform infrared spectroscopy technique use characterize prepare α ni1 ni oh ag0.5 ag composite material high angle annular dark field scan transmission electron microscopy energy dispersive x ray spectroscopy mapping image scan electron microscopy energy dispersive x ray spectroscopy mapping image record understand α ni1 ni oh ag composite sheet material optical sense property α ni1 ni oh ag0.5 ag composite material toward toxic hg2 + hg ion investigate use uv vis absorption spectroscopy technique α ni1 ni oh ag2 ag composite material show selective sense behavior
9564,2-s2.0-85105822693,2-s2.0-85105822693,10.3390/nano11051313,Nanostructured molybdenum oxides from aluminium-based intermetallic compound: Synthesis and application in hydrogen evolution reaction,2021,10,2024-12-19 16:11:44,licensee mdpi basel switzerland.characterize large surface area volume ratio nanostructure metal oxide possess unique chemical physical property application electronic catalysis sensor etc study mo3al8 mo al intermetallic compound use precursor obtain nanostructure molybdenum oxide prepare ribbon arc melt melt spin technique single double step free corrosion quench material study koh hf 1.25 fecl3 fe cl room temperature case nanostructure molybdenum oxide obtain surface layer micron thick two prepare sample test electrocatalytic capability hydrogen evolution reaction 0.5 h2so4 h s o give low onset potential −50 mv −45 mv small tafel slope mv dec−1 mv dec−1 high exchange current density 0.08 cm−2 0.35 cm−2 respectively propose nanostructure molybdenum oxide cost effective sustainable due cheap abundant starting material use simple synthetic route paving way possible application electrocatalyst
