Unnamed: 0.1,Unnamed: 0,eid,doi,title,year,citedby_count,cache_file_mdate,abstract
7186,2-s2.0-85119439841,2-s2.0-85119439841,10.1021/acsami.1c15051,Covalent grafting of ruthenium complexes on iron oxide nanoparticles: Hybrid materials for photocatalytic water oxidation,2021,4,2024-12-19 15:39:30,herein report efficient hybrid photocatalyst water oxidation consist ruthenium polypyridyl complex covalently graft coreshell fe feox nanoparticle via phosphonic acid group photoelectrochemical measurement perform sun illumination koh photocurrent density hybrid photoanode reach μacm2 apply potential +1.0 v vs reversible hydrogen electrode correspond turnover frequency 0.02 performance represent fold enhancement achieve mixture fe feox nanoparticle linker free ruthenium polypyridyl photosensitizer increase performance could attribute efficient electron transfer ruthenium photosensitizer fe feox catalyst consequence covalent link two specie phosphonate pendant group
6847,2-s2.0-85116039387,2-s2.0-85116039387,10.1038/s41598-021-97801-7,"Anodic electrosynthesis of MIL-53(Al)-N(CH2PO3H2)2 as a mesoporous catalyst for synthesis of novel (N-methyl-pyrrol)-pyrazolo[3,4-b]pyridines via a cooperative vinylogous anomeric based oxidation",2021,36,2024-12-19 15:34:54,"anodic electrosynthesis environmentally friendly procedure perform aqueous solution room temperature atmospheric pressure short reaction time min also employ procedure accomplish without need ex situ salt baseprobase additive cation source ligand activate agent constant current mode 10.0 cm−2 electrosynthesize mof functionalize phosphoru acid tag novel mesoporous catalyst mesoporous catalyst successfully employ synthesis new series n methyl pyrrol pyrazolo 3,4 b pyridine one pot condensation reaction methyl phenyl 1h pyrazol amine methyl 1h pyrrol yl oxopropanenitrile various aromatic aldehyde mono bis tripodal catalyst proceed organic synthetic reaction via cooperative vinylogous anomeric base oxidation mechanism marginal decrease catalytic activity recycling reusability"
7838,2-s2.0-85111673655,2-s2.0-85111673655,10.1016/j.jssc.2021.122441,Low-temperature hydrogen reduction of iron oxide by controlling the water potential using a CaH2 drying agent,2021,5,2024-12-19 15:47:26,study cah2 can h use dry agent control partial pressure water vapor low reduction potential iron oxide compare extent formation reduction product α fe fe3o4 fe o reduce hydrogen without cah2 can h various temperature presence cah2 can h show low temperature require complete reduction c c accompanied increase h2 / h2o h h o ratio outlet gas thermodynamic calculation indicate addition cah2 can h increase reduction potential cause high production ratio α fe finding indicate cah2 can h promote reduction efficiently absorb water vapor generate reduction
5869,2-s2.0-85140992698,2-s2.0-85140992698,10.1080/17518253.2022.2124889,Sunlight-driven photocatalytic mineralization of antibiotic chemical and selected enteric bacteria in water via zinc tungstate-imprinted kaolinite,2022,2,2024-12-19 15:21:55,publish informa uk limited trading taylor francis group.this study report synthesis sunlight active zinc oxide tungstate kaolinite photocatalytic composite prepare via green process solvent free mechano thermal process optimum temperature 500 ° c h furnace electron paramagnetic resonance epr study suggest presence w5 + w defect state prepare photocatalytic composite znwk responsible photoactivity visible light result analysis show hole h superoxide radical o2− o major contributor photocatalytic efficiency znwk photocatalytic composite photocatalytic composite use treat water contain antibiotic chemical ampicillin amp sunlight mass spectrometry analysis treat water suggest mechanism photodegradation amp via several bond ring cleavage include amide bond phenyl ring β lactam ring cleavage cleavage reaction follow subsequent mineralization can h without formation toxic product introduction phosphate carbonate anion serious negative impact photocatalytic activity composite however photocatalytic composite completely disinfect water contaminate gram gram bacteria even five use cycle photocatalytic composite maintain photodegradation efficiency ampicillin water
8096,2-s2.0-85164171308,2-s2.0-85164171308,10.1002/smsc.202100006,Emerging MXenes for Functional Memories,2021,55,2024-12-19 15:50:30,small science publish wiley vch gmbh.mxenes rapidly grow family 2d material composition morphology structure surface chemistry structural configuration mxene directly affect electrochemical performance example use source drain electrode transistor mxene provide increase chemically active interface reduce ion diffusion length improve inplane carriercharge transport kinetic thus improve storage performance transistor significantly work function bandgap mxenes control tailor structure surface functional group make mxene first choice several storage application herein late progress synthesis property mxene summarize aim boost motivation researcher develop novel mxene improve application emphasize importance mxenes high density datum storage application flash memory memristor application mxenes artificial synapsis neuron logic circuit also discuss future roadmap outline realize storage application mxene
6672,2-s2.0-85121216885,2-s2.0-85121216885,10.3390/su132413779,Future trends and aging analysis of battery energy storage systems for electric vehicles,2021,25,2024-12-19 15:32:34,licensee mdpi basel switzerland.the increase electric vehicle evs environmental concern energy preservation battery selection characteristic demonstrate headway ev development know battery unit require special consideration nature temperature sensitivity age effect degradation cost sustainability hence ev advancement currently concern battery energy accumulate infer evs paper discuss recent trend development battery deployment evs systematic review explicit energy state charge thermal efficiency energy productivity life cycle battery size market revenue security commerciality provide review include battery base energy storage advance development characterization quality power transformation evaluation measure advantage burden ev application study offer guide well battery selection base exceptional performance propose traction application e.g. bevs hevs consider ev advancement subject sustainability issue resource depletion release environment ozone carbon damaging substance study also provide case study age assessment different type battery investigate case study target lithium ion battery cell age analysis influence factor ambient temperature cell temperature charge discharge current parameter show considerable impact life cycle number capacity fade 18.42 25–65 ◦ c observe finally future trend demand lithium ion battery market could increase 2020–2025 light duty heavy duty evs
3345,2-s2.0-85137026476,2-s2.0-85137026476,10.1039/d2ma00653g,Transition metal sulfide/hydroxide electrode materials with high specific capacities,2022,1,2024-12-19 14:48:24,nowadays research energy storage device mainly focus enhance electrochemical performance among electrode material play important role work synthesise several hybrid nico2s4 ni co s ni oh sample three step hydrothermal route electrode material obtain flower like structure accelerate transfer electrolyte ion possess specific capacity 2899.48 f g−1 g−1 superior cycle stability moreover assemble hybrid device obtain energy density 59.26 w h kg−1 1432.07 w kg−1 bend test different angle indicate device possess excellent mechanical flexibility
1295,2-s2.0-85140761299,2-s2.0-85140761299,10.1016/j.jelechem.2022.116875,Multisite engineering towards atomically dispersed Ru on Ni-Co-P composite with N-doped carbon matrix for robust water oxidation,2022,1,2024-12-19 14:17:10,however fundamental understanding source highly active single atom catalyst sacs atomic level still lack herein ultralow ru sacs 0.2 wt anchor transition metal phosphide composite n dope carbon matrix ru ni co pnc derive runi zif via carbonization subsequent phosphating effectively drive oer alkaline electrolyte abundant carbon defect site reorganize electronic structure metal site collectively tailor oer performance ru ni co pnc structure electron modulation expect result ru ni co pnc catalyst deliver mv overpotential afford cm−2 exhibit negligible performance degradation oer finding elucidate rational design multisite nanomaterial efficient electrocatalyst illuminate potential guide meet high performance electrocatalyst
3306,2-s2.0-85136197214,2-s2.0-85136197214,10.34133/2022/9837109,Metal-Organic Frameworks Offering Tunable Binary Active Sites toward Highly Efficient Urea Oxidation Electrolysis,2022,42,2024-12-19 14:47:53,overcome sluggish kinetic catalytically active site rationally design maneuver multiple key step intermediate adsorption desorption herein demonstrate metal organic framework mof provide ideal platform tailor binary active site facilitate rate determine step achieve remarkable electrocatalytic activity toward uor specifically mof namely nimn0.14 ni mn bdc base nimn site terephthalic acid bdc ligand exhibit low voltage 1.317v deliver current density 10macm result high turnover frequency tof 0.15 achieve voltage 1.4 v enable urea degradation rate 81.87 0.33 m urea solution combination experimental characterization theoretical calculation reveal ni mn site play synergistic role maneuver evolution urea molecule key reaction intermediate uor binary nimn site mof offer tunability electronic structure band center impact intermediate evolution work provide important insight active site design leverage mof platform represent solid step toward highly efficient uor mof base electrocatalyst
7708,2-s2.0-85161949826,2-s2.0-85161949826,10.1002/smsc.202100043,Electrocatalytic Reactions for Converting CO2 to Value-Added Products,2021,84,2024-12-19 15:45:55,small science publish wiley vch gmbh.converte co2 c o valuable chemical product intensively explore recent year benefit substantial cost reduction clean electricity electrochemical method emerge potential mean co2 c o conversion fixation direct electrochemical co2 c o reduction reaction co2rr c o r r h2o h o achieve continuously improve efficiency selectivity stability contrast couple co2rr c o r r small molecule organic substrate allow form high valuable chemical still hinder poor selectivity unclear reaction mechanism suboptimal performance electrocatalyst herein development co2rr c o r r electrocatalyst reaction mechanism first introduce several representative example describe emphasizing concept methodology research process reaction mechanism couple co2rr c o r r briefly discuss finally challenge perspective field address inspire development fundamental understanding reaction mechanism couple co2rr c o r r well optimization electrocatalyst electrolyte electrolyzer high activity selectivity
4851,2-s2.0-85135131830,2-s2.0-85135131830,10.1002/smm2.1106,Recent development of nanomaterials for carbon dioxide electroreduction,2022,36,2024-12-19 15:08:48,smartmat publish tianjin university john wiley sons australia ltd.electrochemical co2 c o reduction reaction co2rr c o r r produce value add product receive tremendous research attention recent year research effort across globe remarkable advancement achieve include improvement selectivity reduction product realization efficient reduction beyond two electron delivery industrially relevant current density review introduce recent development nanomaterial co2rr c o r r include zero dimensional graphene quantum dot two dimensional material metal chalcogenide metalcovalent organic framework single atom catalyst nanostructure metal catalyst engineering material three dimensional structure also discuss finally provide summary catalytic performance perspective future development
4665,2-s2.0-85127883825,2-s2.0-85127883825,10.1039/d2ra00757f,Understanding the active sites of Fe-N-C materials and their properties in the ORR catalysis system,2022,12,2024-12-19 15:06:19,zeolitic imidazolate framework zifs type metal organic framework mof select precursor due special structure proper pore size series fe n c catalyst different concentration methylimidazole prepare simple solvothermal pyrolysis method transformation productivity morphology orr activity investigate find fe n c catalyst methylimidazole concentration 0.53 mol l−1 l good performance 0.1 koh solution half wave potential 0.852 v vs. rhe highest electrochemically active surface area ecsa 94.1 cm2 orr reaction dominate electron process current decrease 10.5 chronoamperometry can half wave potential decrease mv methanol additionally catalyst poison cl so32− s o ion orr process finally typical ion include scn fe cn 63− fe cn 64− use inhibit active site determine fe ii real active specie series synthesis testing experiment significance guide optimization synthesis condition analysis mechanism active site fe n c material
3864,2-s2.0-85129337835,2-s2.0-85129337835,10.1021/acs.inorgchem.2c00593,Volatilized Molten Salts: An Alternative Avenue for Synthesizing Single-Phase Perovskites,2022,0,2024-12-19 14:55:25,deleterious lsm formation mss take place liquid phase liclkcl eutectic successfully facilitate lsm formation volatilize specifically kcl evaporate readily licl promote formation lsm via vapor phase time progress licl volatilization increase contribute negatively sr stoichiometry perovskite phase accordance lux flood chemistry product phase purity vmss therefore way obviate immediate restriction lux flood chemistry liquid phase result demonstrate surprising versatility flexibility mss method synthesize numerous potential energy relevant material great ease previously think
3512,2-s2.0-85132352582,2-s2.0-85132352582,10.31635/ccschem.021.202101042,Grain Boundaries Engineering of Hollow Copper Nanoparticles Enables Highly Efficient Ammonia Electrosynthesis from Nitrate,2022,50,2024-12-19 14:50:29,although markedly improve nh3 n h production rate achieve no3−rr n o r r compare nitrogen reduction reaction nrr nh3 n h production rate no3−rr n o r r still well industrial haberbosch route due lack robust electrocatalyst yield high current density concurrently good suppression hydrogen evolution reaction herein describe situ electrochemical strategy synthesis hollow carbon coat cu nanoparticle nps hscu c abundant grain boundaries hscu agb c highly efficient no3−rr n o r r alkaline neutral medium impressively alkaline media hscu agb c achieve maximum nh3 n h faradaic efficiency 94.2 ultrahigh nh3 n h rate 487.8 mmol g−1cat h−1 −0.2 v versus reversible hydrogen electrode 2.4 fold rate obtain haberbosch theoretic computation experimental result uncover grain boundary play key improve no3−rr n o r r performance herein industrial scale nh3 n h production rate may open exciting opportunity practical electrosynthesis nh3 n h ambient condition
8771,2-s2.0-85109107299,2-s2.0-85109107299,10.1039/d1sc01016f,Understanding polyoxometalates as water oxidation catalysts through ironvs.cobalt reactivity,2021,28,2024-12-19 15:59:14,comparison metal oxide offer well define active surface pom control discrete structure allow precise correlation experiment computational analysis thus beyond highly active woc pom also model system gain deep mechanistic understanding oxygen evolution reaction oer tetracobalt weakley sandwich coii4 co I I h2o h o b α pw9o34 p w o 10− co4 co ws one extensively study compare activity iron analog feiii4 fe I I I h2o h o b α pw9o34 p w o 6− fe4 fe ws look electronic effect determine activity furthermore effect pom nuclearity also investigate comparison iron cobalt monosubstitute keggin cluster electrocatalytic experiment employ solid state electrode contain pom correspond computational calculation demonstrate coii pom display well woc activity feiiiderivative moreover activity pom less influence nuclearity thus weakley sandwich moiety show slightly improve woc characteristic keggin cluster good agreement experimental datum computational method include pkavalue confirm rest state fe pom neutral medium correspond thes1 feiii oh specie overall propose reaction mechanism forfe4 wsis analogous find forco4 ws despite electronic difference potential limit step proton couple electron transfer event yield actives2 feivo specie receive water nucleophilic attack form bond latter activation energy slightly higher compute co pom good agreement experimental observation result provide new insight accurate understanding structure reactivity relationship polyoxometalate particular metal oxide general utmost importance development new bottom synthetic approach design efficient robust non expensive earth abundant water oxidation catalyst
7517,2-s2.0-85111711919,2-s2.0-85111711919,10.1016/j.compositesb.2021.109197,Metal organic frameworks modification of carbon fiber composite interface,2021,37,2024-12-19 15:43:42,several remedy carry enhance fibermatrix interface via chemical treatment utilize stiff nanomaterial interface however treatment destructive nature other non scalable investigation corroborate novel methodology develop hybrid reinforcement comprise carbon fiber metal organic framework mof growth mof scalable non destructive fiber easily tailorable control porous morphology mof interface furthermore study demonstrate feasibility utilize mof catalyst grow carbon nanotube cnt carbon fiber microstructure mof examine via microscopy raman analysis wide angle x ray scatter waxs fouri transform infrared spectroscopy ftir effect mof fiber thermal stability probe use thermogravimetric analysis tga contact angle analysis employ probe effect different surface modification fiber hydrophilicity several mechanical characterization include tensile dynamic mechanical analysis dma shear lap joint carry discern effect mof composite structural performance several improvement emanate mof placement interface include improve strength enhance damp parameter increase glass transition temperature composite c alleviate shear lap joint strength
